2022-04-20 15:01:51.073 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Total', 'staticDate': '2022-04-20'}}
2022-04-20 15:01:52.155 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'New', 'staticDate': '2022-04-20'}}
2022-04-20 15:01:52.155 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 15:01:52.155 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.120711
2022-04-20 15:01:52.156 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:01:52.156 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:01:52.156 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:01:52.358 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 0, 'pageSize': 10, 'condition': {'groupStatus': 'New', 'staticDate': '2022-04-20'}}
2022-04-20 15:01:52.359 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 15:01:52.359 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.108148
2022-04-20 15:01:52.359 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:01:52.359 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:01:52.359 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:01:53.621 | SUCCESS  | utils.mysql_res:update_sql:104 - --------------------------------------------------更新成功--------------------------------------------------
