2022-04-20 15:02:41.169 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Total', 'staticDate': '2022-04-20'}}
2022-04-20 15:02:41.428 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:41.690 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'Total', 'staticDate': '2022-05-20'}}
2022-04-20 15:02:41.690 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":1,"list":[{"agentName":"接口测试","agentId":"1515959916883808257","agentLevel":3,"registTime":"2022-04-18 15:46:24","headPicture":"http://patient.ehomepoct.com/images/defaultHeadPartner.png","phone":"13698765432","testAmount":0.00,"testPortion":0.00,"testTimes":0.00,"totalClinicNum":0,"newClinicNum":0,"address":""}]}}
2022-04-20 15:02:41.690 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.176721
2022-04-20 15:02:41.690 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:02:41.691 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:02:41.691 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:41.889 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'New', 'staticDate': '2022-04-20'}}
2022-04-20 15:02:41.889 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 15:02:41.889 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.118659
2022-04-20 15:02:41.889 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:02:41.889 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:02:41.890 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:42.098 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 1, 'pageSize': 10, 'condition': {'groupStatus': 'New', 'staticDate': '2022-04-20'}}
2022-04-20 15:02:42.098 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 15:02:42.098 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.114289
2022-04-20 15:02:42.099 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:02:42.099 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:02:42.099 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:42.301 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 0, 'pageSize': 10, 'condition': {'groupStatus': 'New', 'staticDate': '2022-04-20'}}
2022-04-20 15:02:42.301 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":{"total":0,"list":[]}}
2022-04-20 15:02:42.301 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.112182
2022-04-20 15:02:42.301 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：0
2022-04-20 15:02:42.301 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:02:42.301 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:42.482 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例请求内容为：{'pageIndex': 0, 'pageSize': 10, 'condition': {'groupStatus': '', 'staticDate': ''}}
2022-04-20 15:02:42.482 | DEBUG    | common.unittestMain:req_assert:77 - 本次执行的测试用例响应内容为：{"busiCode":-1,"msg":"接口未知异常","data":null}
2022-04-20 15:02:42.483 | INFO     | common.unittestMain:req_assert:80 - 接口响应时间为：0.088027
2022-04-20 15:02:42.483 | INFO     | common.unittestMain:req_assert:82 - busicode与预期一致为：-1
2022-04-20 15:02:42.483 | INFO     | common.unittestMain:req_assert:84 - msg与预期一致
2022-04-20 15:02:42.483 | INFO     | common.unittestMain:assert_data:93 - 响应内容与预期一致
2022-04-20 15:02:43.732 | SUCCESS  | utils.mysql_res:update_sql:104 - --------------------------------------------------更新成功--------------------------------------------------
